,shRNAname,label,score
Myc_493_sas,Myc_493_sas,0,-9.004556192
Myc_494_sas,Myc_494_sas,0,-8.177632528
Myc_495_sas,Myc_495_sas,0,-8.443634111
Myc_496_sas,Myc_496_sas,0,-9.423672453
Myc_497_sas,Myc_497_sas,0,-5.575622666
Myc_498_sas,Myc_498_sas,0,-7.244260057
Myc_499_sas,Myc_499_sas,0,-5.515682085
Myc_50_sas,Myc_50_sas,0,-3.572041861
Myc_500_sas,Myc_500_sas,0,-4.974865526
Myc_501_sas,Myc_501_sas,0,-8.283948337
Myc_502_sas,Myc_502_sas,0,-5.432796922
Myc_503_sas,Myc_503_sas,0,-9.205060028
Myc_504_sas,Myc_504_sas,0,-8.929087655
Myc_505_sas,Myc_505_sas,0,-9.101547322
Myc_506_sas,Myc_506_sas,0,-4.177932523
Myc_507_sas,Myc_507_sas,0,-7.686374242
Myc_508_sas,Myc_508_sas,0,-8.259349627
Myc_509_sas,Myc_509_sas,0,-7.108751689
Myc_51_sas,Myc_51_sas,0,-7.423822322
Myc_510_sas,Myc_510_sas,0,-7.856988567
Myc_511_sas,Myc_511_sas,1,-0.965227238
Myc_512_sas,Myc_512_sas,1,-2.014403981
Myc_513_sas,Myc_513_sas,1,1.55520534
Myc_514_sas,Myc_514_sas,0,-7.208092452
Myc_515_sas,Myc_515_sas,0,-8.405160294
Myc_516_sas,Myc_516_sas,0,-6.239890132
Myc_517_sas,Myc_517_sas,0,-6.449300694
Myc_518_sas,Myc_518_sas,0,-8.188011808
Myc_519_sas,Myc_519_sas,0,-7.174709732
Myc_52_sas,Myc_52_sas,0,-6.857927385
Myc_520_sas,Myc_520_sas,0,-7.202969597
Myc_521_sas,Myc_521_sas,0,-7.528995861
Myc_522_sas,Myc_522_sas,0,-5.08234873
Myc_523_sas,Myc_523_sas,0,-6.830889049
Myc_524_sas,Myc_524_sas,0,-6.449300694
Myc_525_sas,Myc_525_sas,0,-4.25567867
Myc_526_sas,Myc_526_sas,0,-5.949489602
Myc_527_sas,Myc_527_sas,0,-6.800769338
Myc_528_sas,Myc_528_sas,0,-6.218876036
Myc_529_sas,Myc_529_sas,0,-6.683161107
Myc_53_sas,Myc_53_sas,0,-6.306434249
Myc_530_sas,Myc_530_sas,0,-7.127809375
Myc_531_sas,Myc_531_sas,0,-6.338859821
Myc_532_sas,Myc_532_sas,0,-6.840289648
Myc_533_sas,Myc_533_sas,0,-7.884763977
Myc_534_sas,Myc_534_sas,1,2.042562801
Myc_535_sas,Myc_535_sas,0,-4.114409345
Myc_536_sas,Myc_536_sas,0,-5.043731421
Myc_537_sas,Myc_537_sas,0,-5.595221009
Myc_538_sas,Myc_538_sas,0,-3
Myc_539_sas,Myc_539_sas,0,-5.027641218
Myc_54_sas,Myc_54_sas,0,-6.698034779
Myc_540_sas,Myc_540_sas,0,-5.167695177
Myc_541_sas,Myc_541_sas,0,-4.357122759
Myc_542_sas,Myc_542_sas,1,-1.79248125
Myc_543_sas,Myc_543_sas,0,-5.500704097
Myc_544_sas,Myc_544_sas,0,-4.043731421
Myc_545_sas,Myc_545_sas,1,4.038475647
Myc_546_sas,Myc_546_sas,0,-4.305512399
Myc_547_sas,Myc_547_sas,0,-3.803665157
Myc_548_sas,Myc_548_sas,0,-4.204695468
Myc_549_sas,Myc_549_sas,1,0
Myc_55_sas,Myc_55_sas,0,-7.057033824
Myc_550_sas,Myc_550_sas,0,-3.377443751
Myc_551_sas,Myc_551_sas,1,-1
Myc_552_sas,Myc_552_sas,1,-1.584962501
Myc_553_sas,Myc_553_sas,1,0
Myc_554_sas,Myc_554_sas,1,-1.584962501
Myc_555_sas,Myc_555_sas,1,0
Myc_556_sas,Myc_556_sas,1,0
Myc_557_sas,Myc_557_sas,1,0
Myc_558_sas,Myc_558_sas,1,0
Myc_559_sas,Myc_559_sas,1,0
Myc_56_sas,Myc_56_sas,0,-6.351302801
Myc_560_sas,Myc_560_sas,1,0
Myc_561_sas,Myc_561_sas,1,-1.584962501
Myc_562_sas,Myc_562_sas,0,-3
Myc_563_sas,Myc_563_sas,1,0
Myc_564_sas,Myc_564_sas,1,0
Myc_565_sas,Myc_565_sas,1,-0.79248125
Myc_566_sas,Myc_566_sas,0,-3
Myc_567_sas,Myc_567_sas,0,-3.89395128
Myc_568_sas,Myc_568_sas,1,-2.79248125
Myc_569_sas,Myc_569_sas,1,-1.584962501
Myc_57_sas,Myc_57_sas,0,-5.408491812
Myc_570_sas,Myc_570_sas,0,-3.803665157
Myc_571_sas,Myc_571_sas,1,-1.660964047
Myc_572_sas,Myc_572_sas,0,-3.511183907
Myc_573_sas,Myc_573_sas,0,-4.128693921
Myc_574_sas,Myc_574_sas,0,-3.729715809
Myc_575_sas,Myc_575_sas,0,-5.374934714
Myc_576_sas,Myc_576_sas,1,-1.660964047
Myc_577_sas,Myc_577_sas,0,-3.821928095
Myc_578_sas,Myc_578_sas,1,-2.29248125
Myc_579_sas,Myc_579_sas,0,-4.038407799
Myc_58_sas,Myc_58_sas,0,-7.515505954
Myc_580_sas,Myc_580_sas,1,2.771189648
Myc_581_sas,Myc_581_sas,0,-7.277054576
Myc_582_sas,Myc_582_sas,0,-7.495650197
Myc_583_sas,Myc_583_sas,0,-7.791070991
Myc_584_sas,Myc_584_sas,0,-7.912901756
Myc_585_sas,Myc_585_sas,0,-7.747802616
Myc_586_sas,Myc_586_sas,0,-7.103049307
Myc_587_sas,Myc_587_sas,0,-7.077409055
Myc_588_sas,Myc_588_sas,0,-3.486729106
Myc_589_sas,Myc_589_sas,1,-1.635651011
Myc_59_sas,Myc_59_sas,0,-7.066892205
Myc_590_sas,Myc_590_sas,0,-6.546708782
Myc_591_sas,Myc_591_sas,0,-5.963518584
Myc_592_sas,Myc_592_sas,0,-6.403979301
Myc_593_sas,Myc_593_sas,0,-4.275373393
Myc_594_sas,Myc_594_sas,0,-5.567854643
Myc_595_sas,Myc_595_sas,0,-5.056219753
Myc_596_sas,Myc_596_sas,0,-7.373755591
Myc_597_sas,Myc_597_sas,0,-5.963518584
Myc_598_sas,Myc_598_sas,0,-7.049345048
Myc_599_sas,Myc_599_sas,0,-7.637407457
Myc_60_sas,Myc_60_sas,0,-6.235837607
Myc_600_sas,Myc_600_sas,0,-7.425874521
Myc_601_sas,Myc_601_sas,0,-6.090576128
Myc_602_sas,Myc_602_sas,0,-5.646160816
Myc_603_sas,Myc_603_sas,0,-6.746927725
Myc_604_sas,Myc_604_sas,0,-5.518086806
Myc_605_sas,Myc_605_sas,0,-5.148458103
Myc_606_sas,Myc_606_sas,0,-6.929524703
Myc_607_sas,Myc_607_sas,1,-2.119399154
Myc_608_sas,Myc_608_sas,1,-1.428383558
Myc_609_sas,Myc_609_sas,0,-6.929524703
Myc_61_sas,Myc_61_sas,0,-3.069449053
Myc_610_sas,Myc_610_sas,0,-4.097026636
Myc_611_sas,Myc_611_sas,0,-6.11860498
Myc_612_sas,Myc_612_sas,0,-6.294591484
Myc_613_sas,Myc_613_sas,0,-6.054262228
Myc_614_sas,Myc_614_sas,0,-6.601521028
Myc_615_sas,Myc_615_sas,0,-8.104650523
Myc_616_sas,Myc_616_sas,0,-7.383316214
Myc_617_sas,Myc_617_sas,0,-6.347396577
Myc_618_sas,Myc_618_sas,0,-6.449300694
Myc_619_sas,Myc_619_sas,0,-6.164898169
Myc_62_sas,Myc_62_sas,0,-7.48156093
Myc_620_sas,Myc_620_sas,0,-7.714964871
Myc_621_sas,Myc_621_sas,1,-1.462252586
Myc_622_sas,Myc_622_sas,1,-1.640478157
Myc_623_sas,Myc_623_sas,0,-6.373362122
Myc_624_sas,Myc_624_sas,0,-6.605031242
Myc_625_sas,Myc_625_sas,0,-3.446763727
Myc_626_sas,Myc_626_sas,0,-7.075825415
Myc_627_sas,Myc_627_sas,1,-2.614638308
Myc_628_sas,Myc_628_sas,1,-2.729531581
Myc_629_sas,Myc_629_sas,0,-3.509251293
Myc_63_sas,Myc_63_sas,0,-7.447811307
Myc_630_sas,Myc_630_sas,0,-7.65964201
Myc_631_sas,Myc_631_sas,1,-2.897751948
Myc_632_sas,Myc_632_sas,0,-8.172121943
Myc_633_sas,Myc_633_sas,1,0.720550909
Myc_634_sas,Myc_634_sas,0,-8.890372399
Myc_635_sas,Myc_635_sas,0,-8.350707384
Myc_636_sas,Myc_636_sas,1,2.51075823
Myc_637_sas,Myc_637_sas,1,1.512133285
Myc_638_sas,Myc_638_sas,0,-7.974297686
Myc_639_sas,Myc_639_sas,0,-8.120507436
Myc_64_sas,Myc_64_sas,0,-7.18438963
Myc_640_sas,Myc_640_sas,1,-2.337963482
Myc_641_sas,Myc_641_sas,0,-8.725991889
Myc_642_sas,Myc_642_sas,0,-5.017847116
Myc_643_sas,Myc_643_sas,0,-6.621271379
Myc_644_sas,Myc_644_sas,1,-2.517481364
Myc_645_sas,Myc_645_sas,0,-9.299858374
Myc_646_sas,Myc_646_sas,0,-3.644433037
Myc_647_sas,Myc_647_sas,0,-7.364983445
Myc_648_sas,Myc_648_sas,1,-2.572483986
Myc_649_sas,Myc_649_sas,1,-0.774742438
Myc_65_sas,Myc_65_sas,0,-7.094178516
Myc_650_sas,Myc_650_sas,0,-9.90832935
Myc_651_sas,Myc_651_sas,0,-5.569274736
Myc_652_sas,Myc_652_sas,1,0.496774848
Myc_653_sas,Myc_653_sas,1,0.646931308
Myc_654_sas,Myc_654_sas,1,-0.981234171
Myc_655_sas,Myc_655_sas,1,-2.759798534
Myc_656_sas,Myc_656_sas,0,-8.718499811
Myc_657_sas,Myc_657_sas,0,-3.130855984
Myc_658_sas,Myc_658_sas,0,-7.063812476
Myc_659_sas,Myc_659_sas,0,-8.758207825
Myc_66_sas,Myc_66_sas,0,-7.282431995
Myc_660_sas,Myc_660_sas,0,-7.557562477
Myc_661_sas,Myc_661_sas,1,-0.250753716
Myc_662_sas,Myc_662_sas,1,-0.760329855
Myc_663_sas,Myc_663_sas,0,-7.980068861
Myc_664_sas,Myc_664_sas,1,-1.082624257
Myc_665_sas,Myc_665_sas,0,-8.530194925
Myc_666_sas,Myc_666_sas,0,-9.072050278
Myc_667_sas,Myc_667_sas,0,-4.643625322
Myc_668_sas,Myc_668_sas,0,-7.826198431
Myc_669_sas,Myc_669_sas,1,0.772549731
Myc_67_sas,Myc_67_sas,0,-5.941321525
Myc_670_sas,Myc_670_sas,1,0.27246387
Myc_671_sas,Myc_671_sas,1,-0.368062554
Myc_672_sas,Myc_672_sas,0,-6.769579406
Myc_673_sas,Myc_673_sas,1,-1.718266545
Myc_674_sas,Myc_674_sas,0,-8.729383525
Myc_675_sas,Myc_675_sas,1,1.477153955
Myc_676_sas,Myc_676_sas,0,-5.475546851
Myc_677_sas,Myc_677_sas,0,-6.061879091
Myc_678_sas,Myc_678_sas,0,-4.619441187
Myc_679_sas,Myc_679_sas,0,-8.513726246
Myc_68_sas,Myc_68_sas,1,-1.58889356
Myc_680_sas,Myc_680_sas,0,-8.44973747
Myc_681_sas,Myc_681_sas,0,-8.194622402
Myc_682_sas,Myc_682_sas,0,-6.095221009
Myc_683_sas,Myc_683_sas,1,-2.66628498
Myc_684_sas,Myc_684_sas,1,-2.537605856
Myc_685_sas,Myc_685_sas,0,-7.6466999
Myc_686_sas,Myc_686_sas,1,0.09295574
Myc_687_sas,Myc_687_sas,0,-7.492920969
Myc_688_sas,Myc_688_sas,1,-1.709973597
Myc_689_sas,Myc_689_sas,0,-8.27609438
Myc_69_sas,Myc_69_sas,0,-7.084296888
Myc_690_sas,Myc_690_sas,0,-7.232655654
Myc_691_sas,Myc_691_sas,0,-7.914514482
Myc_692_sas,Myc_692_sas,0,-7.815062448
Myc_693_sas,Myc_693_sas,0,-3.838180052
Myc_694_sas,Myc_694_sas,1,-0.131282722
Myc_695_sas,Myc_695_sas,0,-5.765593244
Myc_696_sas,Myc_696_sas,0,-7.317150286
Myc_697_sas,Myc_697_sas,0,-3.13660069
Myc_698_sas,Myc_698_sas,1,0.440207193
Myc_699_sas,Myc_699_sas,1,-1.345549293
Myc_70_sas,Myc_70_sas,0,-6.742537282
Myc_700_sas,Myc_700_sas,1,3.571734878
Myc_701_sas,Myc_701_sas,1,2.827623254
Myc_702_sas,Myc_702_sas,1,0.977098155
Myc_703_sas,Myc_703_sas,0,-7.568609945
Myc_704_sas,Myc_704_sas,1,2.881239036
Myc_705_sas,Myc_705_sas,1,-0.855940637
Myc_706_sas,Myc_706_sas,0,-8.283621553
Myc_707_sas,Myc_707_sas,0,-3.644221607
Myc_708_sas,Myc_708_sas,0,-8.23456651
Myc_709_sas,Myc_709_sas,0,-3.290251426
Myc_71_sas,Myc_71_sas,1,-2.455894698
Myc_710_sas,Myc_710_sas,0,-8.904067314
Myc_711_sas,Myc_711_sas,0,-4.297955068
Myc_712_sas,Myc_712_sas,0,-7.705755494
Myc_713_sas,Myc_713_sas,0,-8.151480077
Myc_714_sas,Myc_714_sas,0,-7.793229331
Myc_715_sas,Myc_715_sas,0,-7.853086109
Myc_716_sas,Myc_716_sas,0,-7.027641218
Myc_717_sas,Myc_717_sas,0,-9.212476786
Myc_718_sas,Myc_718_sas,0,-6.654738177
Myc_719_sas,Myc_719_sas,0,-7.401258183
Myc_72_sas,Myc_72_sas,1,1.494280115
Myc_720_sas,Myc_720_sas,0,-5.930737338
Myc_721_sas,Myc_721_sas,1,-2.191081933
Myc_722_sas,Myc_722_sas,0,-5.711295217
Myc_723_sas,Myc_723_sas,0,-5.369890305
Myc_724_sas,Myc_724_sas,0,-6.238373102
Myc_725_sas,Myc_725_sas,0,-6.748177244
Myc_726_sas,Myc_726_sas,1,-1.794794366
Myc_727_sas,Myc_727_sas,0,-5.038407799
Myc_728_sas,Myc_728_sas,0,-7.654276173
Myc_729_sas,Myc_729_sas,0,-7.722782274
Myc_73_sas,Myc_73_sas,1,1.469782476
Myc_730_sas,Myc_730_sas,0,-4.558171981
Myc_731_sas,Myc_731_sas,0,-6.357122759
Myc_732_sas,Myc_732_sas,0,-6.407791717
Myc_733_sas,Myc_733_sas,0,-3.124290973
Myc_734_sas,Myc_734_sas,0,-5.699371846
Myc_735_sas,Myc_735_sas,0,-5.454946542
Myc_736_sas,Myc_736_sas,0,-3.906890596
Myc_737_sas,Myc_737_sas,0,-5.459058926
Myc_738_sas,Myc_738_sas,1,-1
Myc_739_sas,Myc_739_sas,1,-1.660964047
Myc_74_sas,Myc_74_sas,1,1.338706131
Myc_740_sas,Myc_740_sas,1,-2.79248125
Myc_741_sas,Myc_741_sas,0,-4.543731421
Myc_742_sas,Myc_742_sas,0,-4.204695468
Myc_743_sas,Myc_743_sas,0,-5.204695468
Myc_744_sas,Myc_744_sas,0,-5.509100089
Myc_745_sas,Myc_745_sas,0,-4.882435795
Myc_746_sas,Myc_746_sas,0,-5.321928095
Myc_747_sas,Myc_747_sas,0,-5.865659516
Myc_748_sas,Myc_748_sas,1,-2.79248125
Myc_749_sas,Myc_749_sas,0,-5.123963757
Myc_75_sas,Myc_75_sas,0,-4.011628523
Myc_750_sas,Myc_750_sas,0,-5.089954545
Myc_751_sas,Myc_751_sas,1,-2.251041114
Myc_752_sas,Myc_752_sas,0,-4.220930805
Myc_753_sas,Myc_753_sas,0,-4.082453463
Myc_754_sas,Myc_754_sas,1,0.077242143
Myc_755_sas,Myc_755_sas,1,3.310720267
Myc_756_sas,Myc_756_sas,0,-6.747341
Myc_757_sas,Myc_757_sas,1,1.052500499
Myc_758_sas,Myc_758_sas,1,-2.312313359
Myc_759_sas,Myc_759_sas,0,-5.543364746
Myc_76_sas,Myc_76_sas,0,-7.079304844
Myc_760_sas,Myc_760_sas,0,-6.879376499
Myc_761_sas,Myc_761_sas,1,-1.531607227
Myc_762_sas,Myc_762_sas,0,-5.802436967
Myc_763_sas,Myc_763_sas,1,-2.407430266
Myc_764_sas,Myc_764_sas,0,-9.245660377
Myc_765_sas,Myc_765_sas,0,-4.95380705
Myc_766_sas,Myc_766_sas,0,-7.823493608
Myc_767_sas,Myc_767_sas,0,-10.61020215
Myc_768_sas,Myc_768_sas,0,-9.463239214
Myc_769_sas,Myc_769_sas,0,-10.12845216
Myc_77_sas,Myc_77_sas,1,-2.199158082
Myc_770_sas,Myc_770_sas,1,-1.092852254
Myc_771_sas,Myc_771_sas,0,-5.274086676
Myc_772_sas,Myc_772_sas,0,-8.965893921
Myc_773_sas,Myc_773_sas,0,-8.459286058
Myc_774_sas,Myc_774_sas,0,-8.402657817
Myc_775_sas,Myc_775_sas,0,-8.174502359
Myc_776_sas,Myc_776_sas,0,-7.712607952
Myc_777_sas,Myc_777_sas,0,-6.735837607
Myc_778_sas,Myc_778_sas,0,-6.195084478
Myc_779_sas,Myc_779_sas,0,-8.289525356
Myc_78_sas,Myc_78_sas,1,1.121070034
Myc_780_sas,Myc_780_sas,0,-7.204231216
Myc_781_sas,Myc_781_sas,0,-6.959711012
Myc_782_sas,Myc_782_sas,0,-6.379840084
Myc_783_sas,Myc_783_sas,0,-4.02219706
Myc_784_sas,Myc_784_sas,0,-4.977098155
Myc_785_sas,Myc_785_sas,0,-6.485951373
Myc_786_sas,Myc_786_sas,0,-6.392930553
Myc_787_sas,Myc_787_sas,0,-5.350653231
Myc_788_sas,Myc_788_sas,0,-7.223799929
Myc_789_sas,Myc_789_sas,0,-7.370522789
Myc_79_sas,Myc_79_sas,0,-7.752347434
Myc_790_sas,Myc_790_sas,0,-5.599222521
Myc_791_sas,Myc_791_sas,0,-6.490069789
Myc_792_sas,Myc_792_sas,0,-5.695084478
Myc_793_sas,Myc_793_sas,1,-2.877443751
Myc_794_sas,Myc_794_sas,0,-6.164898169
Myc_795_sas,Myc_795_sas,0,-7.015505954
Myc_796_sas,Myc_796_sas,0,-8.446603357
Myc_797_sas,Myc_797_sas,0,-7.506726768
Myc_798_sas,Myc_798_sas,0,-4.754887502
Myc_799_sas,Myc_799_sas,0,-5.987565728
Myc_80_sas,Myc_80_sas,0,-3.93956274
Myc_800_sas,Myc_800_sas,0,-4.453445298
Myc_801_sas,Myc_801_sas,0,-4.245926548
Myc_802_sas,Myc_802_sas,0,-5.199371846
Myc_803_sas,Myc_803_sas,0,-4.857122759
Myc_804_sas,Myc_804_sas,0,-5.225605556
Myc_805_sas,Myc_805_sas,0,-6.365447323
Myc_806_sas,Myc_806_sas,0,-5.912876916
Myc_807_sas,Myc_807_sas,0,-6.76721224
Myc_808_sas,Myc_808_sas,0,-6.575428961
Myc_809_sas,Myc_809_sas,0,-6.138062203
Myc_81_sas,Myc_81_sas,0,-8.701996976
Myc_810_sas,Myc_810_sas,0,-3.5
Myc_811_sas,Myc_811_sas,0,-4.538407799
Myc_812_sas,Myc_812_sas,0,-5.125149209
Myc_813_sas,Myc_813_sas,0,-5.353679566
Myc_814_sas,Myc_814_sas,0,-6.036233804
Myc_815_sas,Myc_815_sas,0,-3.084962501
Myc_816_sas,Myc_816_sas,0,-3.213407334
Myc_817_sas,Myc_817_sas,0,-6.753339745
Myc_818_sas,Myc_818_sas,0,-6.138062203
Myc_819_sas,Myc_819_sas,0,-6.595375325
Myc_82_sas,Myc_82_sas,0,-3.611196211
Myc_820_sas,Myc_820_sas,0,-6.775373393
Myc_821_sas,Myc_821_sas,0,-3.863794229
Myc_822_sas,Myc_822_sas,0,-8.299607748
Myc_823_sas,Myc_823_sas,0,-3.868135912
Myc_824_sas,Myc_824_sas,0,-8.479638753
Myc_825_sas,Myc_825_sas,0,-4.036496943
Myc_826_sas,Myc_826_sas,0,-3.80324096
Myc_827_sas,Myc_827_sas,0,-5.284779972
Myc_828_sas,Myc_828_sas,0,-7.503213135
Myc_829_sas,Myc_829_sas,0,-5.906517388
Myc_83_sas,Myc_83_sas,1,0.639423056
Myc_830_sas,Myc_830_sas,0,-10.15283106
Myc_831_sas,Myc_831_sas,0,-5.531113583
Myc_832_sas,Myc_832_sas,0,-5.360156654
Myc_833_sas,Myc_833_sas,0,-4.477552089
Myc_834_sas,Myc_834_sas,0,-6.378996707
Myc_835_sas,Myc_835_sas,0,-9.098325074
Myc_836_sas,Myc_836_sas,0,-5.508926166
Myc_837_sas,Myc_837_sas,0,-8.992920969
Myc_838_sas,Myc_838_sas,1,-0.892535476
Myc_839_sas,Myc_839_sas,1,0.722080693
Myc_84_sas,Myc_84_sas,0,-6.915703109
Myc_840_sas,Myc_840_sas,1,-2.074896245
Myc_841_sas,Myc_841_sas,0,-8.858951984
Myc_842_sas,Myc_842_sas,1,0.245260324
Myc_843_sas,Myc_843_sas,0,-8.32637348
Myc_844_sas,Myc_844_sas,0,-7.704529698
Myc_845_sas,Myc_845_sas,0,-8.106048677
Myc_846_sas,Myc_846_sas,0,-7.199371846
Myc_847_sas,Myc_847_sas,1,1.063040548
Myc_848_sas,Myc_848_sas,0,-7.213328939
Myc_849_sas,Myc_849_sas,0,-6.654738177
Myc_85_sas,Myc_85_sas,0,-6.392930553
Myc_850_sas,Myc_850_sas,0,-6.303665157
Myc_851_sas,Myc_851_sas,0,-6.599222521
Myc_852_sas,Myc_852_sas,0,-7.888049423
Myc_853_sas,Myc_853_sas,0,-7.320912986
Myc_854_sas,Myc_854_sas,0,-4.797184003
Myc_855_sas,Myc_855_sas,0,-3.950689905
Myc_856_sas,Myc_856_sas,0,-8.160541259
Myc_857_sas,Myc_857_sas,0,-8.096146407
Myc_858_sas,Myc_858_sas,0,-7.731586554
Myc_859_sas,Myc_859_sas,0,-6.711549555
Myc_86_sas,Myc_86_sas,0,-5.202202769
Myc_860_sas,Myc_860_sas,0,-8.151346233
Myc_861_sas,Myc_861_sas,0,-7.089254623
Myc_862_sas,Myc_862_sas,0,-6.31296855
Myc_863_sas,Myc_863_sas,0,-7.11860498
Myc_864_sas,Myc_864_sas,0,-3.959431619
Myc_865_sas,Myc_865_sas,0,-7.567980582
Myc_866_sas,Myc_866_sas,0,-8.216156763
Myc_867_sas,Myc_867_sas,0,-7.577112387
Myc_868_sas,Myc_868_sas,1,-2.828388509
Myc_869_sas,Myc_869_sas,0,-4.087421922
Myc_87_sas,Myc_87_sas,1,-2.615519671
Myc_870_sas,Myc_870_sas,0,-7.42470255
Myc_871_sas,Myc_871_sas,1,-2.518680264
Myc_872_sas,Myc_872_sas,0,-4.468656758
Myc_873_sas,Myc_873_sas,0,-7.148314737
Myc_874_sas,Myc_874_sas,0,-5.671037334
Myc_875_sas,Myc_875_sas,0,-5.563352236
Myc_876_sas,Myc_876_sas,0,-6.513952998
Myc_877_sas,Myc_877_sas,0,-3.953445298
Myc_878_sas,Myc_878_sas,1,1.403677461
Myc_879_sas,Myc_879_sas,0,-3.922745025
Myc_88_sas,Myc_88_sas,0,-5.23890021
Myc_880_sas,Myc_880_sas,1,-1
Myc_881_sas,Myc_881_sas,1,-0.79248125
Myc_882_sas,Myc_882_sas,1,-2.29248125
Myc_883_sas,Myc_883_sas,0,-4.225605556
Myc_884_sas,Myc_884_sas,1,-2.953445298
Myc_885_sas,Myc_885_sas,0,-3.453445298
Myc_886_sas,Myc_886_sas,1,-2.29248125
Myc_887_sas,Myc_887_sas,0,-3.350219859
Myc_888_sas,Myc_888_sas,0,-3.79248125
Myc_889_sas,Myc_889_sas,1,-1
Myc_89_sas,Myc_89_sas,0,-8.022357142
Myc_890_sas,Myc_890_sas,1,-1.29248125
Myc_891_sas,Myc_891_sas,0,-3.897207933
Myc_892_sas,Myc_892_sas,1,0
Myc_893_sas,Myc_893_sas,0,-3.953445298
Myc_894_sas,Myc_894_sas,0,-3.196158711
Myc_895_sas,Myc_895_sas,0,-6.126923742
Myc_896_sas,Myc_896_sas,0,-5.204695468
Myc_897_sas,Myc_897_sas,0,-6.312854422
Myc_898_sas,Myc_898_sas,0,-7.011227255
Myc_899_sas,Myc_899_sas,0,-7.203899425
Myc_90_sas,Myc_90_sas,0,-7.57099368
Myc_900_sas,Myc_900_sas,0,-6.52279452
Myc_901_sas,Myc_901_sas,0,-8.199037811
Myc_902_sas,Myc_902_sas,0,-7.199538805
Myc_903_sas,Myc_903_sas,0,-8.002198026
Myc_904_sas,Myc_904_sas,0,-6.977007254
Myc_905_sas,Myc_905_sas,0,-7.311483472
Myc_906_sas,Myc_906_sas,0,-7.475733431
Myc_907_sas,Myc_907_sas,0,-7.089254623
Myc_908_sas,Myc_908_sas,0,-6.262393275
Myc_909_sas,Myc_909_sas,0,-7.798618923
Myc_91_sas,Myc_91_sas,0,-6.745926548
Myc_910_sas,Myc_910_sas,0,-8.50259296
Myc_911_sas,Myc_911_sas,0,-4.071911143
Myc_912_sas,Myc_912_sas,0,-7.657698628
Myc_913_sas,Myc_913_sas,0,-8.52882667
Myc_914_sas,Myc_914_sas,0,-8.027905997
Myc_915_sas,Myc_915_sas,0,-9.16084076
Myc_916_sas,Myc_916_sas,0,-8.489679102
Myc_917_sas,Myc_917_sas,0,-7.805083996
Myc_918_sas,Myc_918_sas,0,-8.80164655
Myc_919_sas,Myc_919_sas,1,0.380470032
Myc_92_sas,Myc_92_sas,0,-7.835964002
Myc_920_sas,Myc_920_sas,1,-0.07302395
Myc_921_sas,Myc_921_sas,1,1.928682716
Myc_922_sas,Myc_922_sas,1,-1.57288557
Myc_923_sas,Myc_923_sas,1,1.481378265
Myc_924_sas,Myc_924_sas,1,0.956671131
Myc_925_sas,Myc_925_sas,1,0.792835495
Myc_926_sas,Myc_926_sas,1,-1.419079527
Myc_927_sas,Myc_927_sas,0,-5.936529774
Myc_928_sas,Myc_928_sas,0,-7.519392147
Myc_929_sas,Myc_929_sas,0,-4.748503711
Myc_93_sas,Myc_93_sas,0,-7.492676387
Myc_930_sas,Myc_930_sas,0,-8.671592858
Myc_931_sas,Myc_931_sas,0,-8.146780728
Myc_932_sas,Myc_932_sas,0,-5.322679107
Myc_933_sas,Myc_933_sas,0,-9.128905683
Myc_934_sas,Myc_934_sas,1,2.65373509
Myc_935_sas,Myc_935_sas,0,-7.720839904
Myc_936_sas,Myc_936_sas,1,1.881803705
Myc_937_sas,Myc_937_sas,0,-6.427409848
Myc_938_sas,Myc_938_sas,0,-5.649092838
Myc_939_sas,Myc_939_sas,0,-8.328533592
Myc_94_sas,Myc_94_sas,0,-8.272142647
Myc_940_sas,Myc_940_sas,0,-8.179600243
Myc_941_sas,Myc_941_sas,0,-7.977518425
Myc_942_sas,Myc_942_sas,0,-5.049253105
Myc_943_sas,Myc_943_sas,1,2.344915646
Myc_944_sas,Myc_944_sas,0,-8.22164986
Myc_945_sas,Myc_945_sas,0,-8.509469538
Myc_946_sas,Myc_946_sas,1,0.616777755
Myc_947_sas,Myc_947_sas,1,0.002923129
Myc_948_sas,Myc_948_sas,1,1.145277522
Myc_949_sas,Myc_949_sas,1,-2.080022499
Myc_95_sas,Myc_95_sas,0,-6.784571788
Myc_950_sas,Myc_950_sas,0,-4.358103517
Myc_951_sas,Myc_951_sas,0,-6.952834524
Myc_952_sas,Myc_952_sas,0,-7.514471022
Myc_953_sas,Myc_953_sas,0,-5.009894634
Myc_954_sas,Myc_954_sas,1,1.209319477
Myc_955_sas,Myc_955_sas,1,1.437312484
Myc_956_sas,Myc_956_sas,0,-7.915703109
Myc_957_sas,Myc_957_sas,1,0.759623023
Myc_958_sas,Myc_958_sas,0,-6.643794357
Myc_959_sas,Myc_959_sas,0,-8.219160397
Myc_96_sas,Myc_96_sas,0,-6.52882667
Myc_960_sas,Myc_960_sas,0,-8.111114441
Myc_961_sas,Myc_961_sas,0,-3.554567647
Myc_962_sas,Myc_962_sas,0,-4.6322213
Myc_963_sas,Myc_963_sas,0,-5.212141475
Myc_964_sas,Myc_964_sas,0,-6.590576128
Myc_965_sas,Myc_965_sas,1,-2.614409345
Myc_966_sas,Myc_966_sas,0,-7.969605941
Myc_967_sas,Myc_967_sas,1,-1.627223776
